"Time stamp","Irradiance GHI from weather file | (W/m2)","System power generated | (kW)"
"Jan 27, 06:00 am",0,-1.90284
"Jan 27, 07:00 am",0,-1.90284
"Jan 27, 08:00 am",0,-1.90284
"Jan 27, 09:00 am",10,470.299
"Jan 27, 10:00 am",16,968.502
"Jan 27, 11:00 am",15,896.581
"Jan 27, 12:00 pm",23,1546.51
"Jan 27, 01:00 pm",20,1301.66
"Jan 27, 02:00 pm",16,968.881
"Jan 27, 03:00 pm",13,673.359
"Jan 27, 04:00 pm",3,-1.90284
"Jan 27, 05:00 pm",0,-1.90284
"Jan 27, 06:00 pm",0,-1.90284
"Jan 27, 07:00 pm",0,-1.90284
"Jan 27, 08:00 pm",0,-1.90284
"Jan 27, 09:00 pm",0,-1.90284
"Jan 27, 10:00 pm",0,-1.90284
"Jan 27, 11:00 pm",0,-1.90284
"Jan 28, 12:00 am",0,-1.90284
"Jan 28, 01:00 am",0,-1.90284
"Jan 28, 02:00 am",0,-1.90284
"Jan 28, 03:00 am",0,-1.90284
"Jan 28, 04:00 am",0,-1.90284
"Jan 28, 05:00 am",0,-1.90284
"Jan 28, 06:00 am",0,-1.90284
"Jan 28, 07:00 am",0,-1.90284
"Jan 28, 08:00 am",0,-1.90284
"Jan 28, 09:00 am",85,20239.6
"Jan 28, 10:00 am",177,37001.3
"Jan 28, 11:00 am",247,47769.6
"Jan 28, 12:00 pm",274,51117.2
"Jan 28, 01:00 pm",255,47052
"Jan 28, 02:00 pm",200,37089.4
"Jan 28, 03:00 pm",97,14129.6
"Jan 28, 04:00 pm",13,401.391
"Jan 28, 05:00 pm",0,-1.90284
"Jan 28, 06:00 pm",0,-1.90284
"Jan 28, 07:00 pm",0,-1.90284
"Jan 28, 08:00 pm",0,-1.90284
"Jan 28, 09:00 pm",0,-1.90284
"Jan 28, 10:00 pm",0,-1.90284
"Jan 28, 11:00 pm",0,-1.90284
"Jan 29, 12:00 am",0,-1.90284
"Jan 29, 01:00 am",0,-1.90284
"Jan 29, 02:00 am",0,-1.90284
"Jan 29, 03:00 am",0,-1.90284
"Jan 29, 04:00 am",0,-1.90284
"Jan 29, 05:00 am",0,-1.90284
"Jan 29, 06:00 am",0,-1.90284
"Jan 29, 07:00 am",0,-1.90284
"Jan 29, 08:00 am",0,-1.90284
"Jan 29, 09:00 am",4,27.0837
"Jan 29, 10:00 am",6,186.296
"Jan 29, 11:00 am",14,816.212
"Jan 29, 12:00 pm",18,1137.79
"Jan 29, 01:00 pm",12,656.25
"Jan 29, 02:00 pm",8,337.394
"Jan 29, 03:00 pm",6,163.3
"Jan 29, 04:00 pm",3,-1.90284
"Jan 29, 05:00 pm",0,-1.90284
"Jan 29, 06:00 pm",0,-1.90284
"Jan 29, 07:00 pm",0,-1.90284
"Jan 29, 08:00 pm",0,-1.90284
"Jan 29, 09:00 pm",0,-1.90284
"Jan 29, 10:00 pm",0,-1.90284
"Jan 29, 11:00 pm",0,-1.90284
"Jan 30, 12:00 am",0,-1.90284
"Jan 30, 01:00 am",0,-1.90284
"Jan 30, 02:00 am",0,-1.90284
"Jan 30, 03:00 am",0,-1.90284
"Jan 30, 04:00 am",0,-1.90284
"Jan 30, 05:00 am",0,-1.90284
"Jan 30, 06:00 am",0,-1.90284
"Jan 30, 07:00 am",0,-1.90284
"Jan 30, 08:00 am",0,-1.90284
"Jan 30, 09:00 am",5,101.527
"Jan 30, 10:00 am",8,340.814
"Jan 30, 11:00 am",14,817.668
"Jan 30, 12:00 pm",28,1958.38
"Jan 30, 01:00 pm",31,2208.12
"Jan 30, 02:00 pm",29,2030.91
"Jan 30, 03:00 pm",19,1158.86
"Jan 30, 04:00 pm",6,32.8851
"Jan 30, 05:00 pm",0,-1.90284
"Jan 30, 06:00 pm",0,-1.90284
"Jan 30, 07:00 pm",0,-1.90284
"Jan 30, 08:00 pm",0,-1.90284
"Jan 30, 09:00 pm",0,-1.90284
"Jan 30, 10:00 pm",0,-1.90284
"Jan 30, 11:00 pm",0,-1.90284
"Jan 31, 12:00 am",0,-1.90284
"Jan 31, 01:00 am",0,-1.90284
"Jan 31, 02:00 am",0,-1.90284
"Jan 31, 03:00 am",0,-1.90284
"Jan 31, 04:00 am",0,-1.90284
"Jan 31, 05:00 am",0,-1.90284
"Jan 31, 06:00 am",0,-1.90284
"Jan 31, 07:00 am",0,-1.90284
"Jan 31, 08:00 am",0,-1.90284
"Jan 31, 09:00 am",9,419.618
"Jan 31, 10:00 am",6,198.72
"Jan 31, 11:00 am",64,5151.54
"Jan 31, 12:00 pm",82,6788.54
"Jan 31, 01:00 pm",47,3602.86
"Jan 31, 02:00 pm",55,4373.12
"Jan 31, 03:00 pm",24,1589.05
"Jan 31, 04:00 pm",2,-1.90284
"Jan 31, 05:00 pm",0,-1.90284
"Jan 31, 06:00 pm",0,-1.90284
"Jan 31, 07:00 pm",0,-1.90284
"Jan 31, 08:00 pm",0,-1.90284
"Jan 31, 09:00 pm",0,-1.90284
"Jan 31, 10:00 pm",0,-1.90284
"Jan 31, 11:00 pm",0,-1.90284
"Feb 1, 12:00 am",0,-1.90284
"Feb 1, 01:00 am",0,-1.90284
"Feb 1, 02:00 am",0,-1.90284
"Feb 1, 03:00 am",0,-1.90284
"Feb 1, 04:00 am",0,-1.90284
"Feb 1, 05:00 am",0,-1.90284
"Feb 1, 06:00 am",0,-1.90284
"Feb 1, 07:00 am",0,-1.90284
"Feb 1, 08:00 am",0,-1.90284
"Feb 1, 09:00 am",12,654.536
"Feb 1, 10:00 am",6,196.996
"Feb 1, 11:00 am",8,356.165
"Feb 1, 12:00 pm",9,435.788
"Feb 1, 01:00 pm",9,435.204
"Feb 1, 02:00 pm",7,273.978
"Feb 1, 03:00 pm",4,32.4724
"Feb 1, 04:00 pm",27,1744.05
"Feb 1, 05:00 pm",0,-1.90284
"Feb 1, 06:00 pm",0,-1.90284
"Feb 1, 07:00 pm",0,-1.90284
"Feb 1, 08:00 pm",0,-1.90284
"Feb 1, 09:00 pm",0,-1.90284
"Feb 1, 10:00 pm",0,-1.90284
"Feb 1, 11:00 pm",0,-1.90284
"Feb 2, 12:00 am",0,-1.90284
"Feb 2, 01:00 am",0,-1.90284
"Feb 2, 02:00 am",0,-1.90284
"Feb 2, 03:00 am",0,-1.90284
"Feb 2, 04:00 am",0,-1.90284
"Feb 2, 05:00 am",0,-1.90284
"Feb 2, 06:00 am",0,-1.90284
"Feb 2, 07:00 am",0,-1.90284
"Feb 2, 08:00 am",13,1467.22
"Feb 2, 09:00 am",11,579.287
"Feb 2, 10:00 am",6,198.191
"Feb 2, 11:00 am",9,437.322
"Feb 2, 12:00 pm",10,516.715
"Feb 2, 01:00 pm",9,436.122
"Feb 2, 02:00 pm",7,275.234
"Feb 2, 03:00 pm",5,108.891
"Feb 2, 04:00 pm",33,2700.81
"Feb 2, 05:00 pm",0,-1.90284
"Feb 2, 06:00 pm",0,-1.90284
"Feb 2, 07:00 pm",0,-1.90284
"Feb 2, 08:00 pm",0,-1.90284
"Feb 2, 09:00 pm",0,-1.90284
"Feb 2, 10:00 pm",0,-1.90284
"Feb 2, 11:00 pm",0,-1.90284
"Feb 3, 12:00 am",0,-1.90284
"Feb 3, 01:00 am",0,-1.90284
"Feb 3, 02:00 am",0,-1.90284
"Feb 3, 03:00 am",0,-1.90284
"Feb 3, 04:00 am",0,-1.90284
"Feb 3, 05:00 am",0,-1.90284
"Feb 3, 06:00 am",0,-1.90284
"Feb 3, 07:00 am",0,-1.90284
"Feb 3, 08:00 am",14,1588.24
"Feb 3, 09:00 am",37,2703.88
"Feb 3, 10:00 am",7,276.847
"Feb 3, 11:00 am",9,437.07
"Feb 3, 12:00 pm",271,45907.5
"Feb 3, 01:00 pm",256,42372.8
"Feb 3, 02:00 pm",7,275.627
"Feb 3, 03:00 pm",26,1770.31
"Feb 3, 04:00 pm",32,2173.07
"Feb 3, 05:00 pm",0,-1.90284
"Feb 3, 06:00 pm",0,-1.90284
"Feb 3, 07:00 pm",0,-1.90284
"Feb 3, 08:00 pm",0,-1.90284
"Feb 3, 09:00 pm",0,-1.90284
"Feb 3, 10:00 pm",0,-1.90284
"Feb 3, 11:00 pm",0,-1.90284
"Feb 4, 12:00 am",0,-1.90284
"Feb 4, 01:00 am",0,-1.90284
"Feb 4, 02:00 am",0,-1.90284
"Feb 4, 03:00 am",0,-1.90284
"Feb 4, 04:00 am",0,-1.90284
"Feb 4, 05:00 am",0,-1.90284
"Feb 4, 06:00 am",0,-1.90284
"Feb 4, 07:00 am",0,-1.90284
"Feb 4, 08:00 am",6,27.5533
"Feb 4, 09:00 am",9,422.121
"Feb 4, 10:00 am",28,1991.07
"Feb 4, 11:00 am",9,435.161
"Feb 4, 12:00 pm",10,514.891
"Feb 4, 01:00 pm",10,514.561
"Feb 4, 02:00 pm",7,274.204
"Feb 4, 03:00 pm",20,1284.78
"Feb 4, 04:00 pm",3,-1.90284
"Feb 4, 05:00 pm",0,-1.90284
"Feb 4, 06:00 pm",0,-1.90284
"Feb 4, 07:00 pm",0,-1.90284
"Feb 4, 08:00 pm",0,-1.90284
"Feb 4, 09:00 pm",0,-1.90284
"Feb 4, 10:00 pm",0,-1.90284
"Feb 4, 11:00 pm",0,-1.90284
"Feb 5, 12:00 am",0,-1.90284
"Feb 5, 01:00 am",0,-1.90284
"Feb 5, 02:00 am",0,-1.90284
"Feb 5, 03:00 am",0,-1.90284
"Feb 5, 04:00 am",0,-1.90284
"Feb 5, 05:00 am",0,-1.90284
"Feb 5, 06:00 am",0,-1.90284
"Feb 5, 07:00 am",0,-1.90284
"Feb 5, 08:00 am",3,-1.90284
"Feb 5, 09:00 am",14,818.688
"Feb 5, 10:00 am",7,275.887
"Feb 5, 11:00 am",9,435.611
"Feb 5, 12:00 pm",10,515.722
"Feb 5, 01:00 pm",10,515.871
"Feb 5, 02:00 pm",8,354.587
"Feb 5, 03:00 pm",24,1617.66
"Feb 5, 04:00 pm",4,-1.90284
"Feb 5, 05:00 pm",0,-1.90284
"Feb 5, 06:00 pm",0,-1.90284
"Feb 5, 07:00 pm",0,-1.90284
"Feb 5, 08:00 pm",0,-1.90284
"Feb 5, 09:00 pm",0,-1.90284
"Feb 5, 10:00 pm",0,-1.90284
"Feb 5, 11:00 pm",0,-1.90284
"Feb 6, 12:00 am",0,-1.90284
"Feb 6, 01:00 am",0,-1.90284
"Feb 6, 02:00 am",0,-1.90284
"Feb 6, 03:00 am",0,-1.90284
"Feb 6, 04:00 am",0,-1.90284
"Feb 6, 05:00 am",0,-1.90284
"Feb 6, 06:00 am",0,-1.90284
"Feb 6, 07:00 am",0,-1.90284
"Feb 6, 08:00 am",3,-1.90284
"Feb 6, 09:00 am",4,40.2808
"Feb 6, 10:00 am",7,279.191
"Feb 6, 11:00 am",10,518.969
"Feb 6, 12:00 pm",11,598.502
"Feb 6, 01:00 pm",10,518.153
"Feb 6, 02:00 pm",8,356.72
"Feb 6, 03:00 pm",5,113.26
"Feb 6, 04:00 pm",4,-1.90284
"Feb 6, 05:00 pm",0,-1.90284
"Feb 6, 06:00 pm",0,-1.90284
"Feb 6, 07:00 pm",0,-1.90284
"Feb 6, 08:00 pm",0,-1.90284
"Feb 6, 09:00 pm",0,-1.90284
"Feb 6, 10:00 pm",0,-1.90284
"Feb 6, 11:00 pm",0,-1.90284
"Feb 7, 12:00 am",0,-1.90284
"Feb 7, 01:00 am",0,-1.90284
"Feb 7, 02:00 am",0,-1.90284
"Feb 7, 03:00 am",0,-1.90284
"Feb 7, 04:00 am",0,-1.90284
"Feb 7, 05:00 am",0,-1.90284
"Feb 7, 06:00 am",0,-1.90284
"Feb 7, 07:00 am",0,-1.90284
"Feb 7, 08:00 am",4,-1.90284
"Feb 7, 09:00 am",13,759.688
"Feb 7, 10:00 am",7,285.05
"Feb 7, 11:00 am",10,528.211
"Feb 7, 12:00 pm",12,691.324
"Feb 7, 01:00 pm",11,610.18
"Feb 7, 02:00 pm",8,364.963
"Feb 7, 03:00 pm",6,196.385
"Feb 7, 04:00 pm",4,-1.90284
"Feb 7, 05:00 pm",0,-1.90284
"Feb 7, 06:00 pm",0,-1.90284
"Feb 7, 07:00 pm",0,-1.90284
"Feb 7, 08:00 pm",0,-1.90284
"Feb 7, 09:00 pm",0,-1.90284
"Feb 7, 10:00 pm",0,-1.90284
"Feb 7, 11:00 pm",0,-1.90284
"Feb 8, 12:00 am",0,-1.90284
"Feb 8, 01:00 am",0,-1.90284
"Feb 8, 02:00 am",0,-1.90284
"Feb 8, 03:00 am",0,-1.90284
"Feb 8, 04:00 am",0,-1.90284
"Feb 8, 05:00 am",0,-1.90284
"Feb 8, 06:00 am",0,-1.90284
"Feb 8, 07:00 am",0,-1.90284
"Feb 8, 08:00 am",3,-1.90284
"Feb 8, 09:00 am",7,286.577
"Feb 8, 10:00 am",13,789.198
"Feb 8, 11:00 am",19,1296.02
"Feb 8, 12:00 pm",20,1380.87
"Feb 8, 01:00 pm",19,1295.96
"Feb 8, 02:00 pm",19,1292.78
"Feb 8, 03:00 pm",13,768.707
"Feb 8, 04:00 pm",7,86.2938
"Feb 8, 05:00 pm",0,-1.90284
"Feb 8, 06:00 pm",0,-1.90284
"Feb 8, 07:00 pm",0,-1.90284
"Feb 8, 08:00 pm",0,-1.90284
"Feb 8, 09:00 pm",0,-1.90284
"Feb 8, 10:00 pm",0,-1.90284
"Feb 8, 11:00 pm",0,-1.90284
"Feb 9, 12:00 am",0,-1.90284
"Feb 9, 01:00 am",0,-1.90284
"Feb 9, 02:00 am",0,-1.90284
"Feb 9, 03:00 am",0,-1.90284
"Feb 9, 04:00 am",0,-1.90284
"Feb 9, 05:00 am",0,-1.90284
"Feb 9, 06:00 am",0,-1.90284
"Feb 9, 07:00 am",0,-1.90284
"Feb 9, 08:00 am",4,-1.90284
"Feb 9, 09:00 am",18,1198.57
"Feb 9, 10:00 am",38,2940.58
"Feb 9, 11:00 am",190,19500.5
"Feb 9, 12:00 pm",270,33111.1
"Feb 9, 01:00 pm",40,3114.33
"Feb 9, 02:00 pm",176,18987.3
"Feb 9, 03:00 pm",119,13005.5
"Feb 9, 04:00 pm",6,37.0354
"Feb 9, 05:00 pm",0,-1.90284
"Feb 9, 06:00 pm",0,-1.90284
"Feb 9, 07:00 pm",0,-1.90284
"Feb 9, 08:00 pm",0,-1.90284
"Feb 9, 09:00 pm",0,-1.90284
"Feb 9, 10:00 pm",0,-1.90284
"Feb 9, 11:00 pm",0,-1.90284
"Feb 10, 12:00 am",0,-1.90284
"Feb 10, 01:00 am",0,-1.90284
"Feb 10, 02:00 am",0,-1.90284
"Feb 10, 03:00 am",0,-1.90284
"Feb 10, 04:00 am",0,-1.90284
"Feb 10, 05:00 am",0,-1.90284
"Feb 10, 06:00 am",0,-1.90284
"Feb 10, 07:00 am",0,-1.90284
"Feb 10, 08:00 am",3,-1.90284
"Feb 10, 09:00 am",7,284.942
"Feb 10, 10:00 am",33,2480.23
"Feb 10, 11:00 am",70,5751.37
"Feb 10, 12:00 pm",257,30610
"Feb 10, 01:00 pm",35,2646.51
"Feb 10, 02:00 pm",187,20443.6
"Feb 10, 03:00 pm",135,16493.8
"Feb 10, 04:00 pm",58,4811.5
"Feb 10, 05:00 pm",0,-1.90284
"Feb 10, 06:00 pm",0,-1.90284
"Feb 10, 07:00 pm",0,-1.90284
"Feb 10, 08:00 pm",0,-1.90284
"Feb 10, 09:00 pm",0,-1.90284
"Feb 10, 10:00 pm",0,-1.90284
"Feb 10, 11:00 pm",0,-1.90284
"Feb 11, 12:00 am",0,-1.90284
"Feb 11, 01:00 am",0,-1.90284
"Feb 11, 02:00 am",0,-1.90284
"Feb 11, 03:00 am",0,-1.90284
"Feb 11, 04:00 am",0,-1.90284
"Feb 11, 05:00 am",0,-1.90284
"Feb 11, 06:00 am",0,-1.90284
"Feb 11, 07:00 am",0,-1.90284
"Feb 11, 08:00 am",42,8990.02
"Feb 11, 09:00 am",155,30971.9
"Feb 11, 10:00 am",260,47864.4
"Feb 11, 11:00 am",328,56961.1
"Feb 11, 12:00 pm",358,60045.2
"Feb 11, 01:00 pm",61,4923.63
"Feb 11, 02:00 pm",124,11878.7
"Feb 11, 03:00 pm",45,3522.55
"Feb 11, 04:00 pm",44,2577.59
"Feb 11, 05:00 pm",0,-1.90284
"Feb 11, 06:00 pm",0,-1.90284
"Feb 11, 07:00 pm",0,-1.90284
"Feb 11, 08:00 pm",0,-1.90284
"Feb 11, 09:00 pm",0,-1.90284
"Feb 11, 10:00 pm",0,-1.90284
"Feb 11, 11:00 pm",0,-1.90284
"Feb 12, 12:00 am",0,-1.90284
"Feb 12, 01:00 am",0,-1.90284
"Feb 12, 02:00 am",0,-1.90284
"Feb 12, 03:00 am",0,-1.90284
"Feb 12, 04:00 am",0,-1.90284
"Feb 12, 05:00 am",0,-1.90284
"Feb 12, 06:00 am",0,-1.90284
"Feb 12, 07:00 am",0,-1.90284
"Feb 12, 08:00 am",4,15.1382
"Feb 12, 09:00 am",16,1019.34
"Feb 12, 10:00 am",246,42996.4
"Feb 12, 11:00 am",316,52453.1
"Feb 12, 12:00 pm",346,56084.1
"Feb 12, 01:00 pm",334,53780.9
"Feb 12, 02:00 pm",278,45055.9
"Feb 12, 03:00 pm",188,29865.8
"Feb 12, 04:00 pm",77,7671.64
"Feb 12, 05:00 pm",0,-1.90284
"Feb 12, 06:00 pm",0,-1.90284
"Feb 12, 07:00 pm",0,-1.90284
"Feb 12, 08:00 pm",0,-1.90284
"Feb 12, 09:00 pm",0,-1.90284
"Feb 12, 10:00 pm",0,-1.90284
"Feb 12, 11:00 pm",0,-1.90284
"Feb 13, 12:00 am",0,-1.90284
"Feb 13, 01:00 am",0,-1.90284
"Feb 13, 02:00 am",0,-1.90284
"Feb 13, 03:00 am",0,-1.90284
"Feb 13, 04:00 am",0,-1.90284
"Feb 13, 05:00 am",0,-1.90284
"Feb 13, 06:00 am",0,-1.90284
"Feb 13, 07:00 am",0,-1.90284
"Feb 13, 08:00 am",6,171.263
"Feb 13, 09:00 am",28,2052.96
"Feb 13, 10:00 am",74,6233.21
"Feb 13, 11:00 am",125,11335.4
"Feb 13, 12:00 pm",362,57179.7
"Feb 13, 01:00 pm",344,53975.7
"Feb 13, 02:00 pm",286,45309.3
"Feb 13, 03:00 pm",193,30245.8
"Feb 13, 04:00 pm",80,8951.16
"Feb 13, 05:00 pm",0,-1.90284
"Feb 13, 06:00 pm",0,-1.90284
"Feb 13, 07:00 pm",0,-1.90284
"Feb 13, 08:00 pm",0,-1.90284
"Feb 13, 09:00 pm",0,-1.90284
"Feb 13, 10:00 pm",0,-1.90284
"Feb 13, 11:00 pm",0,-1.90284
"Feb 14, 12:00 am",0,-1.90284
"Feb 14, 01:00 am",0,-1.90284
"Feb 14, 02:00 am",0,-1.90284
"Feb 14, 03:00 am",0,-1.90284
"Feb 14, 04:00 am",0,-1.90284
"Feb 14, 05:00 am",0,-1.90284
"Feb 14, 06:00 am",0,-1.90284
"Feb 14, 07:00 am",0,-1.90284
"Feb 14, 08:00 am",51,10755.2
"Feb 14, 09:00 am",162,30465.8
"Feb 14, 10:00 am",264,45433.8
"Feb 14, 11:00 am",334,54197.1
"Feb 14, 12:00 pm",363,57099.5
"Feb 14, 01:00 pm",346,53882.5
"Feb 14, 02:00 pm",290,45227.9
"Feb 14, 03:00 pm",196,30399.8
"Feb 14, 04:00 pm",83,10025.3
"Feb 14, 05:00 pm",0,-1.90284
"Feb 14, 06:00 pm",0,-1.90284
"Feb 14, 07:00 pm",0,-1.90284
"Feb 14, 08:00 pm",0,-1.90284
"Feb 14, 09:00 pm",0,-1.90284
"Feb 14, 10:00 pm",0,-1.90284
"Feb 14, 11:00 pm",0,-1.90284
"Feb 15, 12:00 am",0,-1.90284
"Feb 15, 01:00 am",0,-1.90284
"Feb 15, 02:00 am",0,-1.90284
"Feb 15, 03:00 am",0,-1.90284
"Feb 15, 04:00 am",0,-1.90284
"Feb 15, 05:00 am",0,-1.90284
"Feb 15, 06:00 am",0,-1.90284
"Feb 15, 07:00 am",0,-1.90284
"Feb 15, 08:00 am",52,10162.3
"Feb 15, 09:00 am",165,30270.8
"Feb 15, 10:00 am",269,46079.1
"Feb 15, 11:00 am",340,54946.7
"Feb 15, 12:00 pm",369,57486.7
"Feb 15, 01:00 pm",357,54839.4
"Feb 15, 02:00 pm",296,45360.5
"Feb 15, 03:00 pm",199,29925.5
"Feb 15, 04:00 pm",85,10051.5
"Feb 15, 05:00 pm",0,-1.90284
"Feb 15, 06:00 pm",0,-1.90284
"Feb 15, 07:00 pm",0,-1.90284
"Feb 15, 08:00 pm",0,-1.90284
"Feb 15, 09:00 pm",0,-1.90284
"Feb 15, 10:00 pm",0,-1.90284
"Feb 15, 11:00 pm",0,-1.90284
"Feb 16, 12:00 am",0,-1.90284
"Feb 16, 01:00 am",0,-1.90284
"Feb 16, 02:00 am",0,-1.90284
"Feb 16, 03:00 am",0,-1.90284
"Feb 16, 04:00 am",0,-1.90284
"Feb 16, 05:00 am",0,-1.90284
"Feb 16, 06:00 am",0,-1.90284
"Feb 16, 07:00 am",0,-1.90284
"Feb 16, 08:00 am",10,474.506
"Feb 16, 09:00 am",8,353.938
"Feb 16, 10:00 am",252,42359.1
"Feb 16, 11:00 am",70,5567
"Feb 16, 12:00 pm",13,754.947
"Feb 16, 01:00 pm",12,675.833
"Feb 16, 02:00 pm",10,514.801
"Feb 16, 03:00 pm",7,270.996
"Feb 16, 04:00 pm",8,279.499
"Feb 16, 05:00 pm",0,-1.90284
"Feb 16, 06:00 pm",0,-1.90284
"Feb 16, 07:00 pm",0,-1.90284
"Feb 16, 08:00 pm",0,-1.90284
"Feb 16, 09:00 pm",0,-1.90284
"Feb 16, 10:00 pm",0,-1.90284
"Feb 16, 11:00 pm",0,-1.90284
"Feb 17, 12:00 am",0,-1.90284
"Feb 17, 01:00 am",0,-1.90284
"Feb 17, 02:00 am",0,-1.90284
"Feb 17, 03:00 am",0,-1.90284
"Feb 17, 04:00 am",0,-1.90284
"Feb 17, 05:00 am",0,-1.90284
"Feb 17, 06:00 am",0,-1.90284
"Feb 17, 07:00 am",0,-1.90284
"Feb 17, 08:00 am",6,175.462
"Feb 17, 09:00 am",6,196.093
"Feb 17, 10:00 am",10,514.595
"Feb 17, 11:00 am",29,2071.34
"Feb 17, 12:00 pm",13,753.201
"Feb 17, 01:00 pm",13,754.044
"Feb 17, 02:00 pm",11,594.335
"Feb 17, 03:00 pm",7,272.152
"Feb 17, 04:00 pm",12,583.505
"Feb 17, 05:00 pm",0,-1.90284
"Feb 17, 06:00 pm",0,-1.90284
"Feb 17, 07:00 pm",0,-1.90284
"Feb 17, 08:00 pm",0,-1.90284
"Feb 17, 09:00 pm",0,-1.90284
"Feb 17, 10:00 pm",0,-1.90284
"Feb 17, 11:00 pm",0,-1.90284
"Feb 18, 12:00 am",0,-1.90284
"Feb 18, 01:00 am",0,-1.90284
"Feb 18, 02:00 am",0,-1.90284
"Feb 18, 03:00 am",0,-1.90284
"Feb 18, 04:00 am",0,-1.90284
"Feb 18, 05:00 am",0,-1.90284
"Feb 18, 06:00 am",0,-1.90284
"Feb 18, 07:00 am",0,-1.90284
"Feb 18, 08:00 am",63,11342.9
"Feb 18, 09:00 am",6,197.603
"Feb 18, 10:00 am",10,517.732
"Feb 18, 11:00 am",13,757.781
"Feb 18, 12:00 pm",14,837.335
"Feb 18, 01:00 pm",13,756.215
"Feb 18, 02:00 pm",11,595.106
"Feb 18, 03:00 pm",7,272.298
"Feb 18, 04:00 pm",10,450.43
"Feb 18, 05:00 pm",0,-1.90284
"Feb 18, 06:00 pm",0,-1.90284
"Feb 18, 07:00 pm",0,-1.90284
"Feb 18, 08:00 pm",0,-1.90284
"Feb 18, 09:00 pm",0,-1.90284
"Feb 18, 10:00 pm",0,-1.90284
"Feb 18, 11:00 pm",0,-1.90284
"Feb 19, 12:00 am",0,-1.90284
"Feb 19, 01:00 am",0,-1.90284
"Feb 19, 02:00 am",0,-1.90284
"Feb 19, 03:00 am",0,-1.90284
"Feb 19, 04:00 am",0,-1.90284
"Feb 19, 05:00 am",0,-1.90284
"Feb 19, 06:00 am",0,-1.90284
"Feb 19, 07:00 am",0,-1.90284
"Feb 19, 08:00 am",4,31.4262
"Feb 19, 09:00 am",4,42.3759
"Feb 19, 10:00 am",72,5831.46
"Feb 19, 11:00 am",35,2579
"Feb 19, 12:00 pm",14,833.107
"Feb 19, 01:00 pm",13,751.833
"Feb 19, 02:00 pm",11,590.79
"Feb 19, 03:00 pm",8,347.606
"Feb 19, 04:00 pm",10,454.662
"Feb 19, 05:00 pm",0,-1.90284
"Feb 19, 06:00 pm",0,-1.90284
"Feb 19, 07:00 pm",0,-1.90284
"Feb 19, 08:00 pm",0,-1.90284
"Feb 19, 09:00 pm",0,-1.90284
"Feb 19, 10:00 pm",0,-1.90284
"Feb 19, 11:00 pm",0,-1.90284
"Feb 20, 12:00 am",0,-1.90284
"Feb 20, 01:00 am",0,-1.90284
"Feb 20, 02:00 am",0,-1.90284
"Feb 20, 03:00 am",0,-1.90284
"Feb 20, 04:00 am",0,-1.90284
"Feb 20, 05:00 am",0,-1.90284
"Feb 20, 06:00 am",0,-1.90284
"Feb 20, 07:00 am",0,-1.90284
"Feb 20, 08:00 am",3,-1.90284
"Feb 20, 09:00 am",3,-1.90284
"Feb 20, 10:00 am",4,39.9315
"Feb 20, 11:00 am",6,192.291
"Feb 20, 12:00 pm",17,1064.93
"Feb 20, 01:00 pm",8,347.326
"Feb 20, 02:00 pm",7,269.69
"Feb 20, 03:00 pm",4,37.211
"Feb 20, 04:00 pm",9,383.79
"Feb 20, 05:00 pm",0,-1.90284
"Feb 20, 06:00 pm",0,-1.90284
"Feb 20, 07:00 pm",0,-1.90284
"Feb 20, 08:00 pm",0,-1.90284
"Feb 20, 09:00 pm",0,-1.90284
"Feb 20, 10:00 pm",0,-1.90284
"Feb 20, 11:00 pm",0,-1.90284
"Feb 21, 12:00 am",0,-1.90284
"Feb 21, 01:00 am",0,-1.90284
"Feb 21, 02:00 am",0,-1.90284
"Feb 21, 03:00 am",0,-1.90284
"Feb 21, 04:00 am",0,-1.90284
"Feb 21, 05:00 am",0,-1.90284
"Feb 21, 06:00 am",0,-1.90284
"Feb 21, 07:00 am",0,-1.90284
"Feb 21, 08:00 am",5,104.974
"Feb 21, 09:00 am",179,27965
"Feb 21, 10:00 am",143,12966
"Feb 21, 11:00 am",356,54902.5
"Feb 21, 12:00 pm",384,57735.9
"Feb 21, 01:00 pm",378,56686.5
"Feb 21, 02:00 pm",318,47482.2
"Feb 21, 03:00 pm",225,32696.3
"Feb 21, 04:00 pm",12,615.104
"Feb 21, 05:00 pm",2,-1.90284
"Feb 21, 06:00 pm",0,-1.90284
"Feb 21, 07:00 pm",0,-1.90284
"Feb 21, 08:00 pm",0,-1.90284
"Feb 21, 09:00 pm",0,-1.90284
"Feb 21, 10:00 pm",0,-1.90284
"Feb 21, 11:00 pm",0,-1.90284
"Feb 22, 12:00 am",0,-1.90284
"Feb 22, 01:00 am",0,-1.90284
"Feb 22, 02:00 am",0,-1.90284
"Feb 22, 03:00 am",0,-1.90284
"Feb 22, 04:00 am",0,-1.90284
"Feb 22, 05:00 am",0,-1.90284
"Feb 22, 06:00 am",0,-1.90284
"Feb 22, 07:00 am",0,-1.90284
"Feb 22, 08:00 am",9,404.847
"Feb 22, 09:00 am",196,32350.3
"Feb 22, 10:00 am",119,10298.2
"Feb 22, 11:00 am",369,56862.9
"Feb 22, 12:00 pm",76,5997.56
"Feb 22, 01:00 pm",125,10797.5
"Feb 22, 02:00 pm",124,10999.4
"Feb 22, 03:00 pm",45,3378.73
"Feb 22, 04:00 pm",8,319.125
