"Time stamp,""Irradiance GHI calculated | (W/m2)""";;;;MONTH;DATE;TIME;VALUES GHI;;;;MONTH;DATE;TIME;VALUES GHI;;;;;
Mar 9, 08:00 am,166.301;;Mar 9;;Mar;9;08:00 am; 166.301 ;;;;Mar;9;08:00 am; 166.301 ;;;;;
Mar 9, 09:00 am,303.115;;Mar 9;;Mar;9;09:00 am; 303.115 ;;;;Mar;9;09:00 am; 303.115 ;;;;;
Mar 9, 10:00 am,414.8;;Mar 9;;Mar;9;10:00 am; 414.8 ;;;;Mar;9;10:00 am; 414.8 ;;;;;
Mar 9, 11:00 am,490.03;;Mar 9;;Mar;9;11:00 am; 490.03 ;;;;Mar;9;11:00 am; 490.03 ;;;;;
Mar 9, 12:00 pm,515.748;;Mar 9;;Mar;9;12:00 pm; 515.748 ;;;;Mar;9;12:00 pm; 515.748 ;;;;;
Mar 9, 01:00 pm,499.006;;Mar 9;;Mar;9;01:00 pm; 499.006 ;;;;Mar;9;01:00 pm; 499.006 ;;;;;
Mar 9, 02:00 pm,437.11;;Mar 9;;Mar;9;02:00 pm; 437.11 ;;;;Mar;9;02:00 pm; 437.11 ;;;;;
Mar 9, 03:00 pm,337.44;;Mar 9;;Mar;9;03:00 pm; 337.44 ;;;;Mar;9;03:00 pm; 337.44 ;;;;;
Mar 9, 04:00 pm,212.732;;Mar 9;;Mar;9;04:00 pm; 212.732 ;;;;Mar;9;04:00 pm; 212.732 ;;;;;
Mar 9, 05:00 pm,81.9846;;Mar 9;;Mar;9;05:00 pm; 81.9846 ;;;;Mar;9;05:00 pm; 81.9846 ;;;;;
Mar 9, 06:00 pm,0;;Mar 9;;Mar;9;06:00 pm; 0 ;;;;Mar;9;06:00 pm; 0 ;;;;;
Mar 9, 07:00 pm,0;;Mar 9;;Mar;9;07:00 pm; 0 ;;;;Mar;9;07:00 pm; 0 ;;;;;
Mar 9, 08:00 pm,0;;Mar 9;;Mar;9;08:00 pm; 0 ;;;;Mar;9;08:00 pm; 0 ;;;;;
Mar 9, 09:00 pm,0;;Mar 9;;Mar;9;09:00 pm; 0 ;;;;Mar;9;09:00 pm; 0 ;;;;;
Mar 9, 10:00 pm,0;;Mar 9;;Mar;9;10:00 pm; 0 ;;;;Mar;9;10:00 pm; 0 ;;;;;
Mar 9, 11:00 pm,0;;Mar 9;;Mar;9;11:00 pm; 0 ;;;;Mar;9;11:00 pm; 0 ;;;;;
Mar 10, 12:00 am,0;;Mar 10;;Mar;10;12:00 am; 0 ;;;;Mar;10;12:00 am; 0 ;;;;;
Mar 10, 01:00 am,0;;Mar 10;;Mar;10;01:00 am; 0 ;;;;Mar;10;01:00 am; 0 ;;;;;
Mar 10, 02:00 am,0;;Mar 10;;Mar;10;02:00 am; 0 ;;;;Mar;10;02:00 am; 0 ;;;;;
Mar 10, 03:00 am,0;;Mar 10;;Mar;10;03:00 am; 0 ;;;;Mar;10;03:00 am; 0 ;;;;;
Mar 10, 04:00 am,0;;Mar 10;;Mar;10;04:00 am; 0 ;;;;Mar;10;04:00 am; 0 ;;;;;
Mar 10, 05:00 am,0;;Mar 10;;Mar;10;05:00 am; 0 ;;;;Mar;10;05:00 am; 0 ;;;;;
Mar 10, 06:00 am,0;;Mar 10;;Mar;10;06:00 am; 0 ;;;;Mar;10;06:00 am; 0 ;;;;;
Mar 10, 07:00 am,3;;Mar 10;;Mar;10;07:00 am; 3 ;;;;Mar;10;07:00 am; 3 ;;;;;
Mar 10, 08:00 am,4;;Mar 10;;Mar;10;08:00 am; 4 ;;;;Mar;10;08:00 am; 4 ;;;;;
Mar 10, 09:00 am,15;;Mar 10;;Mar;10;09:00 am; 15 ;;;;Mar;10;09:00 am; 15 ;;;;;
Mar 10, 10:00 am,86.4242;;Mar 10;;Mar;10;10:00 am; 86.4242 ;;;;Mar;10;10:00 am; 86.4242 ;;;;;
Mar 10, 11:00 am,283.934;;Mar 10;;Mar;10;11:00 am; 283.934 ;;;;Mar;10;11:00 am; 283.934 ;;;;;
Mar 10, 12:00 pm,233.039;;Mar 10;;Mar;10;12:00 pm; 233.039 ;;;;Mar;10;12:00 pm; 233.039 ;;;;;
Mar 10, 01:00 pm,174.899;;Mar 10;;Mar;10;01:00 pm; 174.899 ;;;;Mar;10;01:00 pm; 174.899 ;;;;;
Mar 10, 02:00 pm,47;;Mar 10;;Mar;10;02:00 pm; 47 ;;;;Mar;10;02:00 pm; 47 ;;;;;
Mar 10, 03:00 pm,52;;Mar 10;;Mar;10;03:00 pm; 52 ;;;;Mar;10;03:00 pm; 52 ;;;;;
Mar 10, 04:00 pm,5;;Mar 10;;Mar;10;04:00 pm; 5 ;;;;Mar;10;04:00 pm; 5 ;;;;;
Mar 10, 05:00 pm,6;;Mar 10;;Mar;10;05:00 pm; 6 ;;;;Mar;10;05:00 pm; 6 ;;;;;
Mar 10, 06:00 pm,0;;Mar 10;;Mar;10;06:00 pm; 0 ;;;;Mar;10;06:00 pm; 0 ;;;;;
Mar 10, 07:00 pm,0;;Mar 10;;Mar;10;07:00 pm; 0 ;;;;Mar;10;07:00 pm; 0 ;;;;;
Mar 10, 08:00 pm,0;;Mar 10;;Mar;10;08:00 pm; 0 ;;;;Mar;10;08:00 pm; 0 ;;;;;
Mar 10, 09:00 pm,0;;Mar 10;;Mar;10;09:00 pm; 0 ;;;;Mar;10;09:00 pm; 0 ;;;;;
Mar 10, 10:00 pm,0;;Mar 10;;Mar;10;10:00 pm; 0 ;;;;Mar;10;10:00 pm; 0 ;;;;;
Mar 10, 11:00 pm,0;;Mar 10;;Mar;10;11:00 pm; 0 ;;;;Mar;10;11:00 pm; 0 ;;;;;
Mar 11, 12:00 am,0;;Mar 11;;Mar;11;12:00 am; 0 ;;;;Mar;11;12:00 am; 0 ;;;;;
Mar 11, 01:00 am,0;;Mar 11;;Mar;11;01:00 am; 0 ;;;;Mar;11;01:00 am; 0 ;;;;;
Mar 11, 02:00 am,0;;Mar 11;;Mar;11;02:00 am; 0 ;;;;Mar;11;02:00 am; 0 ;;;;;
Mar 11, 03:00 am,0;;Mar 11;;Mar;11;03:00 am; 0 ;;;;Mar;11;03:00 am; 0 ;;;;;
Mar 11, 04:00 am,0;;Mar 11;;Mar;11;04:00 am; 0 ;;;;Mar;11;04:00 am; 0 ;;;;;
Mar 11, 05:00 am,0;;Mar 11;;Mar;11;05:00 am; 0 ;;;;Mar;11;05:00 am; 0 ;;;;;
Mar 11, 06:00 am,0;;Mar 11;;Mar;11;06:00 am; 0 ;;;;Mar;11;06:00 am; 0 ;;;;;
Mar 11, 07:00 am,5;;Mar 11;;Mar;11;07:00 am; 5 ;;;;Mar;11;07:00 am; 5 ;;;;;
Mar 11, 08:00 am,10;;Mar 11;;Mar;11;08:00 am; 10 ;;;;Mar;11;08:00 am; 10 ;;;;;
Mar 11, 09:00 am,11;;Mar 11;;Mar;11;09:00 am; 11 ;;;;Mar;11;09:00 am; 11 ;;;;;
Mar 11, 10:00 am,16;;Mar 11;;Mar;11;10:00 am; 16 ;;;;Mar;11;10:00 am; 16 ;;;;;
Mar 11, 11:00 am,22;;Mar 11;;Mar;11;11:00 am; 22 ;;;;Mar;11;11:00 am; 22 ;;;;;
Mar 11, 12:00 pm,82;;Mar 11;;Mar;11;12:00 pm; 82 ;;;;Mar;11;12:00 pm; 82 ;;;;;
Mar 11, 01:00 pm,123.493;;Mar 11;;Mar;11;01:00 pm; 123.493 ;;;;Mar;11;01:00 pm; 123.493 ;;;;;
Mar 11, 02:00 pm,71;;Mar 11;;Mar;11;02:00 pm; 71 ;;;;Mar;11;02:00 pm; 71 ;;;;;
Mar 11, 03:00 pm,9;;Mar 11;;Mar;11;03:00 pm; 9 ;;;;Mar;11;03:00 pm; 9 ;;;;;
Mar 11, 04:00 pm,19;;Mar 11;;Mar;11;04:00 pm; 19 ;;;;Mar;11;04:00 pm; 19 ;;;;;
Mar 11, 05:00 pm,16;;Mar 11;;Mar;11;05:00 pm; 16 ;;;;Mar;11;05:00 pm; 16 ;;;;;
Mar 11, 06:00 pm,0;;Mar 11;;Mar;11;06:00 pm; 0 ;;;;Mar;11;06:00 pm; 0 ;;;;;
Mar 11, 07:00 pm,0;;Mar 11;;Mar;11;07:00 pm; 0 ;;;;Mar;11;07:00 pm; 0 ;;;;;
Mar 11, 08:00 pm,0;;Mar 11;;Mar;11;08:00 pm; 0 ;;;;Mar;11;08:00 pm; 0 ;;;;;
Mar 11, 09:00 pm,0;;Mar 11;;Mar;11;09:00 pm; 0 ;;;;Mar;11;09:00 pm; 0 ;;;;;
Mar 11, 10:00 pm,0;;Mar 11;;Mar;11;10:00 pm; 0 ;;;;Mar;11;10:00 pm; 0 ;;;;;
Mar 11, 11:00 pm,0;;Mar 11;;Mar;11;11:00 pm; 0 ;;;;Mar;11;11:00 pm; 0 ;;;;;
Mar 12, 12:00 am,0;;Mar 12;;Mar;12;12:00 am; 0 ;;;;Mar;12;12:00 am; 0 ;;;;;
Mar 12, 01:00 am,0;;Mar 12;;Mar;12;01:00 am; 0 ;;;;Mar;12;01:00 am; 0 ;;;;;
Mar 12, 02:00 am,0;;Mar 12;;Mar;12;02:00 am; 0 ;;;;Mar;12;02:00 am; 0 ;;;;;
Mar 12, 03:00 am,0;;Mar 12;;Mar;12;03:00 am; 0 ;;;;Mar;12;03:00 am; 0 ;;;;;
Mar 12, 04:00 am,0;;Mar 12;;Mar;12;04:00 am; 0 ;;;;Mar;12;04:00 am; 0 ;;;;;
Mar 12, 05:00 am,0;;Mar 12;;Mar;12;05:00 am; 0 ;;;;Mar;12;05:00 am; 0 ;;;;;
Mar 12, 06:00 am,0;;Mar 12;;Mar;12;06:00 am; 0 ;;;;Mar;12;06:00 am; 0 ;;;;;
Mar 12, 07:00 am,12;;Mar 12;;Mar;12;07:00 am; 12 ;;;;Mar;12;07:00 am; 12 ;;;;;
Mar 12, 08:00 am,6;;Mar 12;;Mar;12;08:00 am; 6 ;;;;Mar;12;08:00 am; 6 ;;;;;
Mar 12, 09:00 am,11;;Mar 12;;Mar;12;09:00 am; 11 ;;;;Mar;12;09:00 am; 11 ;;;;;
Mar 12, 10:00 am,132;;Mar 12;;Mar;12;10:00 am; 132 ;;;;Mar;12;10:00 am; 132 ;;;;;
Mar 12, 11:00 am,34;;Mar 12;;Mar;12;11:00 am; 34 ;;;;Mar;12;11:00 am; 34 ;;;;;
Mar 12, 12:00 pm,67;;Mar 12;;Mar;12;12:00 pm; 67 ;;;;Mar;12;12:00 pm; 67 ;;;;;
Mar 12, 01:00 pm,132;;Mar 12;;Mar;12;01:00 pm; 132 ;;;;Mar;12;01:00 pm; 132 ;;;;;
Mar 12, 02:00 pm,25;;Mar 12;;Mar;12;02:00 pm; 25 ;;;;Mar;12;02:00 pm; 25 ;;;;;
Mar 12, 03:00 pm,46;;Mar 12;;Mar;12;03:00 pm; 46 ;;;;Mar;12;03:00 pm; 46 ;;;;;
Mar 12, 04:00 pm,67.4867;;Mar 12;;Mar;12;04:00 pm; 67.4867 ;;;;Mar;12;04:00 pm; 67.4867 ;;;;;
Mar 12, 05:00 pm,8;;Mar 12;;Mar;12;05:00 pm; 8 ;;;;Mar;12;05:00 pm; 8 ;;;;;
Mar 12, 06:00 pm,0;;Mar 12;;Mar;12;06:00 pm; 0 ;;;;Mar;12;06:00 pm; 0 ;;;;;
Mar 12, 07:00 pm,0;;Mar 12;;Mar;12;07:00 pm; 0 ;;;;Mar;12;07:00 pm; 0 ;;;;;
Mar 12, 08:00 pm,0;;Mar 12;;Mar;12;08:00 pm; 0 ;;;;Mar;12;08:00 pm; 0 ;;;;;
Mar 12, 09:00 pm,0;;Mar 12;;Mar;12;09:00 pm; 0 ;;;;Mar;12;09:00 pm; 0 ;;;;;
Mar 12, 10:00 pm,0;;Mar 12;;Mar;12;10:00 pm; 0 ;;;;Mar;12;10:00 pm; 0 ;;;;;
Mar 12, 11:00 pm,0;;Mar 12;;Mar;12;11:00 pm; 0 ;;;;Mar;12;11:00 pm; 0 ;;;;;
Mar 13, 12:00 am,0;;Mar 13;;Mar;13;12:00 am; 0 ;;;;Mar;13;12:00 am; 0 ;;;;;
Mar 13, 01:00 am,0;;Mar 13;;Mar;13;01:00 am; 0 ;;;;Mar;13;01:00 am; 0 ;;;;;
Mar 13, 02:00 am,0;;Mar 13;;Mar;13;02:00 am; 0 ;;;;Mar;13;02:00 am; 0 ;;;;;
Mar 13, 03:00 am,0;;Mar 13;;Mar;13;03:00 am; 0 ;;;;Mar;13;03:00 am; 0 ;;;;;
Mar 13, 04:00 am,0;;Mar 13;;Mar;13;04:00 am; 0 ;;;;Mar;13;04:00 am; 0 ;;;;;
Mar 13, 05:00 am,0;;Mar 13;;Mar;13;05:00 am; 0 ;;;;Mar;13;05:00 am; 0 ;;;;;
Mar 13, 06:00 am,0;;Mar 13;;Mar;13;06:00 am; 0 ;;;;Mar;13;06:00 am; 0 ;;;;;
Mar 13, 07:00 am,4;;Mar 13;;Mar;13;07:00 am; 4 ;;;;Mar;13;07:00 am; 4 ;;;;;
Mar 13, 08:00 am,4;;Mar 13;;Mar;13;08:00 am; 4 ;;;;Mar;13;08:00 am; 4 ;;;;;
Mar 13, 09:00 am,5;;Mar 13;;Mar;13;09:00 am; 5 ;;;;Mar;13;09:00 am; 5 ;;;;;
Mar 13, 10:00 am,8;;Mar 13;;Mar;13;10:00 am; 8 ;;;;Mar;13;10:00 am; 8 ;;;;;
Mar 13, 11:00 am,9;;Mar 13;;Mar;13;11:00 am; 9 ;;;;Mar;13;11:00 am; 9 ;;;;;
Mar 13, 12:00 pm,67;;Mar 13;;Mar;13;12:00 pm; 67 ;;;;Mar;13;12:00 pm; 67 ;;;;;
Mar 13, 01:00 pm,12;;Mar 13;;Mar;13;01:00 pm; 12 ;;;;Mar;13;01:00 pm; 12 ;;;;;
Mar 13, 02:00 pm,27;;Mar 13;;Mar;13;02:00 pm; 27 ;;;;Mar;13;02:00 pm; 27 ;;;;;
Mar 13, 03:00 pm,33;;Mar 13;;Mar;13;03:00 pm; 33 ;;;;Mar;13;03:00 pm; 33 ;;;;;
Mar 13, 04:00 pm,46.2485;;Mar 13;;Mar;13;04:00 pm; 46.2485 ;;;;Mar;13;04:00 pm; 46.2485 ;;;;;
Mar 13, 05:00 pm,11;;Mar 13;;Mar;13;05:00 pm; 11 ;;;;Mar;13;05:00 pm; 11 ;;;;;
Mar 13, 06:00 pm,0;;Mar 13;;Mar;13;06:00 pm; 0 ;;;;Mar;13;06:00 pm; 0 ;;;;;
Mar 13, 07:00 pm,0;;Mar 13;;Mar;13;07:00 pm; 0 ;;;;Mar;13;07:00 pm; 0 ;;;;;
Mar 13, 08:00 pm,0;;Mar 13;;Mar;13;08:00 pm; 0 ;;;;Mar;13;08:00 pm; 0 ;;;;;
Mar 13, 09:00 pm,0;;Mar 13;;Mar;13;09:00 pm; 0 ;;;;Mar;13;09:00 pm; 0 ;;;;;
Mar 13, 10:00 pm,0;;Mar 13;;Mar;13;10:00 pm; 0 ;;;;Mar;13;10:00 pm; 0 ;;;;;
Mar 13, 11:00 pm,0;;Mar 13;;Mar;13;11:00 pm; 0 ;;;;Mar;13;11:00 pm; 0 ;;;;;
Mar 14, 12:00 am,0;;Mar 14;;Mar;14;12:00 am; 0 ;;;;Mar;14;12:00 am; 0 ;;;;;
Mar 14, 01:00 am,0;;Mar 14;;Mar;14;01:00 am; 0 ;;;;Mar;14;01:00 am; 0 ;;;;;
Mar 14, 02:00 am,0;;Mar 14;;Mar;14;02:00 am; 0 ;;;;Mar;14;02:00 am; 0 ;;;;;
Mar 14, 03:00 am,0;;Mar 14;;Mar;14;03:00 am; 0 ;;;;Mar;14;03:00 am; 0 ;;;;;
Mar 14, 04:00 am,0;;Mar 14;;Mar;14;04:00 am; 0 ;;;;Mar;14;04:00 am; 0 ;;;;;
Mar 14, 05:00 am,0;;Mar 14;;Mar;14;05:00 am; 0 ;;;;Mar;14;05:00 am; 0 ;;;;;
Mar 14, 06:00 am,0;;Mar 14;;Mar;14;06:00 am; 0 ;;;;Mar;14;06:00 am; 0 ;;;;;
Mar 14, 07:00 am,55.7414;;Mar 14;;Mar;14;07:00 am; 55.7414 ;;;;Mar;14;07:00 am; 55.7414 ;;;;;
Mar 14, 08:00 am,19;;Mar 14;;Mar;14;08:00 am; 19 ;;;;Mar;14;08:00 am; 19 ;;;;;
Mar 14, 09:00 am,110.359;;Mar 14;;Mar;14;09:00 am; 110.359 ;;;;Mar;14;09:00 am; 110.359 ;;;;;
Mar 14, 10:00 am,18;;Mar 14;;Mar;14;10:00 am; 18 ;;;;Mar;14;10:00 am; 18 ;;;;;
Mar 14, 11:00 am,149;;Mar 14;;Mar;14;11:00 am; 149 ;;;;Mar;14;11:00 am; 149 ;;;;;
Mar 14, 12:00 pm,226.714;;Mar 14;;Mar;14;12:00 pm; 226.714 ;;;;Mar;14;12:00 pm; 226.714 ;;;;;
Mar 14, 01:00 pm,175.081;;Mar 14;;Mar;14;01:00 pm; 175.081 ;;;;Mar;14;01:00 pm; 175.081 ;;;;;
Mar 14, 02:00 pm,171.206;;Mar 14;;Mar;14;02:00 pm; 171.206 ;;;;Mar;14;02:00 pm; 171.206 ;;;;;
Mar 14, 03:00 pm,79;;Mar 14;;Mar;14;03:00 pm; 79 ;;;;Mar;14;03:00 pm; 79 ;;;;;
Mar 14, 04:00 pm,23;;Mar 14;;Mar;14;04:00 pm; 23 ;;;;Mar;14;04:00 pm; 23 ;;;;;
Mar 14, 05:00 pm,4;;Mar 14;;Mar;14;05:00 pm; 4 ;;;;Mar;14;05:00 pm; 4 ;;;;;
Mar 14, 06:00 pm,0;;Mar 14;;Mar;14;06:00 pm; 0 ;;;;Mar;14;06:00 pm; 0 ;;;;;
Mar 14, 07:00 pm,0;;Mar 14;;Mar;14;07:00 pm; 0 ;;;;Mar;14;07:00 pm; 0 ;;;;;
Mar 14, 08:00 pm,0;;Mar 14;;Mar;14;08:00 pm; 0 ;;;;Mar;14;08:00 pm; 0 ;;;;;
Mar 14, 09:00 pm,0;;Mar 14;;Mar;14;09:00 pm; 0 ;;;;Mar;14;09:00 pm; 0 ;;;;;
Mar 14, 10:00 pm,0;;Mar 14;;Mar;14;10:00 pm; 0 ;;;;Mar;14;10:00 pm; 0 ;;;;;
Mar 14, 11:00 pm,0;;Mar 14;;Mar;14;11:00 pm; 0 ;;;;Mar;14;11:00 pm; 0 ;;;;;
Mar 15, 12:00 am,0;;Mar 15;;Mar;15;12:00 am; 0 ;;;;Mar;15;12:00 am; 0 ;;;;;
Mar 15, 01:00 am,0;;Mar 15;;Mar;15;01:00 am; 0 ;;;;Mar;15;01:00 am; 0 ;;;;;
Mar 15, 02:00 am,0;;Mar 15;;Mar;15;02:00 am; 0 ;;;;Mar;15;02:00 am; 0 ;;;;;
Mar 15, 03:00 am,0;;Mar 15;;Mar;15;03:00 am; 0 ;;;;Mar;15;03:00 am; 0 ;;;;;
Mar 15, 04:00 am,0;;Mar 15;;Mar;15;04:00 am; 0 ;;;;Mar;15;04:00 am; 0 ;;;;;
Mar 15, 05:00 am,0;;Mar 15;;Mar;15;05:00 am; 0 ;;;;Mar;15;05:00 am; 0 ;;;;;
Mar 15, 06:00 am,0;;Mar 15;;Mar;15;06:00 am; 0 ;;;;Mar;15;06:00 am; 0 ;;;;;
Mar 15, 07:00 am,4;;Mar 15;;Mar;15;07:00 am; 4 ;;;;Mar;15;07:00 am; 4 ;;;;;
Mar 15, 08:00 am,12;;Mar 15;;Mar;15;08:00 am; 12 ;;;;Mar;15;08:00 am; 12 ;;;;;
Mar 15, 09:00 am,12;;Mar 15;;Mar;15;09:00 am; 12 ;;;;Mar;15;09:00 am; 12 ;;;;;
Mar 15, 10:00 am,44;;Mar 15;;Mar;15;10:00 am; 44 ;;;;Mar;15;10:00 am; 44 ;;;;;
Mar 15, 11:00 am,56;;Mar 15;;Mar;15;11:00 am; 56 ;;;;Mar;15;11:00 am; 56 ;;;;;
Mar 15, 12:00 pm,60;;Mar 15;;Mar;15;12:00 pm; 60 ;;;;Mar;15;12:00 pm; 60 ;;;;;
Mar 15, 01:00 pm,122;;Mar 15;;Mar;15;01:00 pm; 122 ;;;;Mar;15;01:00 pm; 122 ;;;;;
Mar 15, 02:00 pm,40;;Mar 15;;Mar;15;02:00 pm; 40 ;;;;Mar;15;02:00 pm; 40 ;;;;;
Mar 15, 03:00 pm,196.605;;Mar 15;;Mar;15;03:00 pm; 196.605 ;;;;Mar;15;03:00 pm; 196.605 ;;;;;
Mar 15, 04:00 pm,244.379;;Mar 15;;Mar;15;04:00 pm; 244.379 ;;;;Mar;15;04:00 pm; 244.379 ;;;;;
Mar 15, 05:00 pm,108.988;;Mar 15;;Mar;15;05:00 pm; 108.988 ;;;;Mar;15;05:00 pm; 108.988 ;;;;;
Mar 15, 06:00 pm,7.16508;;Mar 15;;Mar;15;06:00 pm; 7.16508 ;;;;Mar;15;06:00 pm; 7.16508 ;;;;;
Mar 15, 07:00 pm,0;;Mar 15;;Mar;15;07:00 pm; 0 ;;;;Mar;15;07:00 pm; 0 ;;;;;
Mar 15, 08:00 pm,0;;Mar 15;;Mar;15;08:00 pm; 0 ;;;;Mar;15;08:00 pm; 0 ;;;;;
Mar 15, 09:00 pm,0;;Mar 15;;Mar;15;09:00 pm; 0 ;;;;Mar;15;09:00 pm; 0 ;;;;;
Mar 15, 10:00 pm,0;;Mar 15;;Mar;15;10:00 pm; 0 ;;;;Mar;15;10:00 pm; 0 ;;;;;
Mar 15, 11:00 pm,0;;Mar 15;;Mar;15;11:00 pm; 0 ;;;;Mar;15;11:00 pm; 0 ;;;;;
Mar 16, 12:00 am,0;;Mar 16;;Mar;16;12:00 am; 0 ;;;;Mar;16;12:00 am; 0 ;;;;;
Mar 16, 01:00 am,0;;Mar 16;;Mar;16;01:00 am; 0 ;;;;Mar;16;01:00 am; 0 ;;;;;
Mar 16, 02:00 am,0;;Mar 16;;Mar;16;02:00 am; 0 ;;;;Mar;16;02:00 am; 0 ;;;;;
Mar 16, 03:00 am,0;;Mar 16;;Mar;16;03:00 am; 0 ;;;;Mar;16;03:00 am; 0 ;;;;;
Mar 16, 04:00 am,0;;Mar 16;;Mar;16;04:00 am; 0 ;;;;Mar;16;04:00 am; 0 ;;;;;
Mar 16, 05:00 am,0;;Mar 16;;Mar;16;05:00 am; 0 ;;;;Mar;16;05:00 am; 0 ;;;;;
Mar 16, 06:00 am,0;;Mar 16;;Mar;16;06:00 am; 0 ;;;;Mar;16;06:00 am; 0 ;;;;;
Mar 16, 07:00 am,64.5722;;Mar 16;;Mar;16;07:00 am; 64.5722 ;;;;Mar;16;07:00 am; 64.5722 ;;;;;
Mar 16, 08:00 am,7;;Mar 16;;Mar;16;08:00 am; 7 ;;;;Mar;16;08:00 am; 7 ;;;;;
Mar 16, 09:00 am,65;;Mar 16;;Mar;16;09:00 am; 65 ;;;;Mar;16;09:00 am; 65 ;;;;;
Mar 16, 10:00 am,450.725;;Mar 16;;Mar;16;10:00 am; 450.725 ;;;;Mar;16;10:00 am; 450.725 ;;;;;
Mar 16, 11:00 am,525.759;;Mar 16;;Mar;16;11:00 am; 525.759 ;;;;Mar;16;11:00 am; 525.759 ;;;;;
Mar 16, 12:00 pm,554.449;;Mar 16;;Mar;16;12:00 pm; 554.449 ;;;;Mar;16;12:00 pm; 554.449 ;;;;;
Mar 16, 01:00 pm,535.997;;Mar 16;;Mar;16;01:00 pm; 535.997 ;;;;Mar;16;01:00 pm; 535.997 ;;;;;
Mar 16, 02:00 pm,473.74;;Mar 16;;Mar;16;02:00 pm; 473.74 ;;;;Mar;16;02:00 pm; 473.74 ;;;;;
Mar 16, 03:00 pm,373.369;;Mar 16;;Mar;16;03:00 pm; 373.369 ;;;;Mar;16;03:00 pm; 373.369 ;;;;;
Mar 16, 04:00 pm,247.357;;Mar 16;;Mar;16;04:00 pm; 247.357 ;;;;Mar;16;04:00 pm; 247.357 ;;;;;
Mar 16, 05:00 pm,112.047;;Mar 16;;Mar;16;05:00 pm; 112.047 ;;;;Mar;16;05:00 pm; 112.047 ;;;;;
Mar 16, 06:00 pm,12.2976;;Mar 16;;Mar;16;06:00 pm; 12.2976 ;;;;Mar;16;06:00 pm; 12.2976 ;;;;;
Mar 16, 07:00 pm,0;;Mar 16;;Mar;16;07:00 pm; 0 ;;;;Mar;16;07:00 pm; 0 ;;;;;
Mar 16, 08:00 pm,0;;Mar 16;;Mar;16;08:00 pm; 0 ;;;;Mar;16;08:00 pm; 0 ;;;;;
Mar 16, 09:00 pm,0;;Mar 16;;Mar;16;09:00 pm; 0 ;;;;Mar;16;09:00 pm; 0 ;;;;;
Mar 16, 10:00 pm,0;;Mar 16;;Mar;16;10:00 pm; 0 ;;;;Mar;16;10:00 pm; 0 ;;;;;
Mar 16, 11:00 pm,0;;Mar 16;;Mar;16;11:00 pm; 0 ;;;;Mar;16;11:00 pm; 0 ;;;;;
Mar 17, 12:00 am,0;;Mar 17;;Mar;17;12:00 am; 0 ;;;;Mar;17;12:00 am; 0 ;;;;;
Mar 17, 01:00 am,0;;Mar 17;;Mar;17;01:00 am; 0 ;;;;Mar;17;01:00 am; 0 ;;;;;
Mar 17, 02:00 am,0;;Mar 17;;Mar;17;02:00 am; 0 ;;;;Mar;17;02:00 am; 0 ;;;;;
Mar 17, 03:00 am,0;;Mar 17;;Mar;17;03:00 am; 0 ;;;;Mar;17;03:00 am; 0 ;;;;;
Mar 17, 04:00 am,0;;Mar 17;;Mar;17;04:00 am; 0 ;;;;Mar;17;04:00 am; 0 ;;;;;
Mar 17, 05:00 am,0;;Mar 17;;Mar;17;05:00 am; 0 ;;;;Mar;17;05:00 am; 0 ;;;;;
Mar 17, 06:00 am,0;;Mar 17;;Mar;17;06:00 am; 0 ;;;;Mar;17;06:00 am; 0 ;;;;;
Mar 17, 07:00 am,23;;Mar 17;;Mar;17;07:00 am; 23 ;;;;Mar;17;07:00 am; 23 ;;;;;
Mar 17, 08:00 am,7;;Mar 17;;Mar;17;08:00 am; 7 ;;;;Mar;17;08:00 am; 7 ;;;;;
Mar 17, 09:00 am,100;;Mar 17;;Mar;17;09:00 am; 100 ;;;;Mar;17;09:00 am; 100 ;;;;;
Mar 17, 10:00 am,462.224;;Mar 17;;Mar;17;10:00 am; 462.224 ;;;;Mar;17;10:00 am; 462.224 ;;;;;
Mar 17, 11:00 am,534.162;;Mar 17;;Mar;17;11:00 am; 534.162 ;;;;Mar;17;11:00 am; 534.162 ;;;;;
Mar 17, 12:00 pm,299.798;;Mar 17;;Mar;17;12:00 pm; 299.798 ;;;;Mar;17;12:00 pm; 299.798 ;;;;;
Mar 17, 01:00 pm,275.867;;Mar 17;;Mar;17;01:00 pm; 275.867 ;;;;Mar;17;01:00 pm; 275.867 ;;;;;
Mar 17, 02:00 pm,20;;Mar 17;;Mar;17;02:00 pm; 20 ;;;;Mar;17;02:00 pm; 20 ;;;;;
Mar 17, 03:00 pm,58;;Mar 17;;Mar;17;03:00 pm; 58 ;;;;Mar;17;03:00 pm; 58 ;;;;;
Mar 17, 04:00 pm,193.88;;Mar 17;;Mar;17;04:00 pm; 193.88 ;;;;Mar;17;04:00 pm; 193.88 ;;;;;
Mar 17, 05:00 pm,11;;Mar 17;;Mar;17;05:00 pm; 11 ;;;;Mar;17;05:00 pm; 11 ;;;;;
Mar 17, 06:00 pm,4;;Mar 17;;Mar;17;06:00 pm; 4 ;;;;Mar;17;06:00 pm; 4 ;;;;;
Mar 17, 07:00 pm,0;;Mar 17;;Mar;17;07:00 pm; 0 ;;;;Mar;17;07:00 pm; 0 ;;;;;
Mar 17, 08:00 pm,0;;Mar 17;;Mar;17;08:00 pm; 0 ;;;;Mar;17;08:00 pm; 0 ;;;;;
